0;1;lable
2.1297178;7.1719546;0
4.1082497;4.21752;0
4.8096113;4.725854;0
-0.2669062;4.12055;0
2.3952994;5.740984;0
1.2094744;7.9374423;0
2.3542824;7.656074;0
1.4964682;7.9097843;0
1.395804;8.178361;0
1.9722605;8.217631;0
2.3167644;6.273272;0
1.7867746;8.019246;0
2.8532915;5.608661;0
1.5728141;7.089025;0
2.724426;5.138157;0
1.7375056;2.7674885;0
2.362123;3.2636833;0
2.4703112;7.51355;0
1.3797909;4.489546;0
0.5228906;7.3390093;0
3.3521347;3.4454424;0
0.63765633;3.3950438;0
2.5058618;8.213813;0
3.5452905;5.9346614;0
-0.096712284;4.801213;0
3.4868937;4.0549827;0
-0.101594;5.8411374;0
3.009695;2.6528754;0
-0.2505722;5.741745;0
2.0301802;8.145471;0
0.73224735;2.7099817;0
2.6259587;4.9968257;0
-0.21690004;5.0244117;0
1.7218701;8.12387;0
2.1345387;6.287728;0
3.530412;4.7386117;0
1.0420048;3.4512782;0
1.4954566;2.7052124;0
1.0118896;6.9764137;0
1.7715008;3.1368172;0
1.2597861;3.085025;0
0.8515634;2.6023846;0
3.6834216;5.995868;0
1.529207;4.360262;0
3.8442054;6.168594;0
1.1296021;3.8468385;0
1.8756412;8.214008;0
1.5616273;8.163226;0
0.64559156;6.928949;0
1.4658196;8.250821;0
0.9715008;3.9253228;0
4.1368046;4.075141;0
3.5237515;5.148372;0
0.5585903;5.5937066;0
1.7306355;7.9459896;0
3.5428534;2.9505198;0
2.4093504;5.9552326;0
3.1548645;4.2987313;0
0.30420202;6.48766;0
3.4576535;6.744049;0
2.5150898;2.8330193;0
2.1865222;5.3652267;0
-0.13254116;4.37876;0
0.69692695;6.684853;0
1.393695;7.6185236;0
0.5220858;3.5942793;0
0.5667651;7.446205;0
0.8036757;4.006379;0
0.07884626;4.716875;0
3.3087456;7.621241;0
3.2211094;3.2171369;0
2.3998327;5.968656;0
2.5311956;3.604383;0
2.2760394;4.6811314;0
3.1341422;5.279771;0
0.009709093;3.5327516;0
0.09723506;6.208103;0
3.606317;6.4913206;0
1.6275105;7.577425;0
1.407336;3.4028573;0
1.3693523;5.3459263;0
1.2869204;2.5957632;0
3.7152998;3.391811;0
4.798244;4.749998;0
3.4760945;6.241595;0
2.3192513;5.877195;0
0.13985166;4.2421517;0
3.5532455;6.3267455;0
2.9091878;2.8993502;0
0.2440258;7.044073;0
-0.26528093;4.362141;0
2.762861;2.2594538;0
3.446562;5.3462353;0
-0.15716366;5.429239;0
2.9606225;3.4981678;0
3.6128573;3.7427197;0
3.0449963;2.5629876;0
4.228064;3.709205;0
2.4473155;3.3454256;0
0.75114363;2.7943928;0
2.3280392;2.3103275;0
2.087186;5.1409574;0
-0.12441971;5.8938866;0
1.866726;7.236737;0
0.3494483;6.2450724;0
0.9207676;4.718654;0
3.5092275;5.8392367;0
0.53314906;6.576688;0
0.5557748;6.124783;0
2.4434671;3.4329984;0
3.6714962;3.3883443;0
0.96817136;7.7403774;0
1.0189531;4.182185;0
5.0283947;4.9472537;0
1.9217207;2.3589945;0
0.90103114;3.6109245;0
4.3258758;3.703473;0
2.7049387;3.1706755;0
3.2140121;7.678555;0
0.664849;5.6042356;0
0.16253068;3.48847;0
4.6297364;4.1985464;0
0.09125594;6.5690265;0
0.810635;5.467045;0
2.5431778;2.5992095;0
0.4041067;3.7855647;0
0.73106;4.230201;0
2.1005595;7.991732;0
1.6879998;5.2115517;0
3.0657628;4.447999;0
5.160502;4.5828195;0
0.05172946;6.217617;0
1.9325358;7.396504;0
4.7884727;4.4759207;0
3.905157;3.5150943;0
4.8411174;4.725352;0
2.5954494;3.979371;0
2.5329163;5.54606;0
2.725448;8.107149;0
3.7220488;2.662583;0
2.365257;8.038971;0
3.1590488;3.718721;0
3.2777615;5.223053;0
1.0977103;4.3155575;0
1.7366334;6.5559425;0
0.4018706;4.075722;0
2.8534884;3.999617;0
2.6218011;4.5795035;0
3.587404;3.1513584;0
1.9856391;4.4464855;0
-0.1779774;5.074327;0
3.580636;6.3216896;0
-0.2608094;4.6331754;0
1.8383176;7.9652247;0
0.16937634;5.587776;0
1.1290333;2.5138297;0
3.1189713;3.499662;0
1.0010992;7.7360253;0
1.966989;4.3664293;0
2.504419;5.074032;0
3.143026;7.0957155;0
0.75320125;2.7234657;0
4.248075;3.6468554;0
1.2743194;2.5576944;0
0.7432483;5.0731287;0
4.7489986;4.647428;0
3.0325708;7.789155;0
